Words,counts
"('si', 'lola')",180
"('sumunod', 'na')",180
"('turo', 'sa')",180
"('lucas', 'sa')",180
"('ngumiti', 'ako')",180
"('told', 'you')",180
"('salamat', 'sa')",180
"('at', 'umalis')",180
"('palabas', 'ng')",180
"('mabilis', 'kong')",180
"('pagdating', 'sa')",180
"('ko', 'sanang')",180
"('ako', 'makapaniwala')",179
"('namin', 'siya')",179
"('sa', 'anak')",179
"('na', 'gulat')",179
"('ang', 'pagiging')",179
"('akong', 'napatingin')",179
"('what', 'is')",179
"('wag', 'kang')",179
"('ni', 'chelsea')",179
"('as', 'if')",178
"('wika', 'pa')",178
"('at', 'least')",178
"('hanggat', 'hindi')",178
"('kaniya', 'ng')",178
"('ko', 'maintindihan')",178
"('ikaw', 'ba')",178
"('ang', 'likod')",178
"('her', 'eyes')",178
"('pero', 'mas')",178
"('ang', 'labi')",178
"('sir', 'albert')",178
"('okay', 'na')",177
"('sa', 'taas')",177
"('ilan', 'sa')",177
"('you', 'like')",177
"('habang', 'ako')",177
"('ano', 'pa')",177
"('nandito', 'na')",177
"('mapigilan', 'ang')",177
"('na', 'malapit')",177
"('ko', 'ring')",177
"('ko', 'sakanya')",177
"('ito', 'pero')",177
"('kaya', 'ko')",177
"('ang', 'baril')",177
"('rin', 'pala')",177
"('nito', 'habang')",177
"('lalaki', 'ang')",177
"('ko', 'may')",177
"('kaniyang', 'sarili')",176
"('kay', 'ama')",176
"('i', 'nodded')",176
"('na', 'lalaki')",176
"('si', 'timoteo')",176
"('ni', 'connor')",176
"('labis', 'na')",176
"('him', 'i')",176
"('paano', 'ko')",176
"('sakit', 'na')",176
"('said', 'to')",176
"('sabi', 'sa')",176
"('you', 'he')",175
"('noong', 'mga')",175
"('sa', 'room')",175
"('sa', 'wakas')",175
"('it', 'to')",175
"('aking', 'labi')",175
"('sabay', 'kaming')",175
"('sa', 'tahanan')",175
"('ni', 'esmeralda')",175
"('pagbagsak', 'ng')",175
"('po', 'si')",175
"('bukod', 'sa')",175
"('suot', 'na')",175
"('juanito', 'na')",175
"('nila', 'ng')",175
"('ni', 'luz')",175
"('lahat', 'ay')",175
"('araw', 'ng')",175
"('at', 'bakit')",174
"('ako', 'nakapagsalita')",174
"('nakita', 'ang')",174
"('kami', 'na')",174
"('ang', 'sasakyan')",174
"('tumingin', 'siya')",174
"('sabihin', 'na')",174
"('of', 'her')",174
"('lolo', 'niya')",174
"('nanginginig', 'na')",174
"('it', 'will')",174
"('bintana', 'ng')",174
"('ni', 'brian')",173
"('pa', 'hindi')",173
"('isip', 'ko')",173
"('na', 'nakita')",173
"('napigilan', 'ang')",173
"('babaeng', 'iyon')",173
"('sakin', 'ng')",173
"('kung', 'gayon')",173
"('nangyayari', 'sa')",173
"('lumingon', 'sa')",173
"('kay', 'leo')",173
"('niyo', 'sa')",173
"('he', 'will')",173
"('ng', 'umaga')",173
"('tumambad', 'sa')",173
"('napayuko', 'na')",173
"('at', 'sabay')",173
"('ang', 'tubig')",172
"('sandali', 'lang')",172
"('is', 'he')",172
"('ang', 'kuwintas')",172
"('napangiti', 'si')",172
"('kabila', 'ng')",172
"('ang', 'galit')",172
"('i', 'wont')",172
"('ang', 'oras')",171
"('is', 'my')",171
"('ang', 'sagot')",171
"('aking', 'mata')",171
"('laban', 'sa')",171
"('talk', 'to')",171
"('dalawa', 'sa')",171
"('si', 'angel')",171
"('si', 'chelsea')",171
"('sa', 'dalawa')",171
"('pagdating', 'ng')",171
"('siya', 'kaya')",171
"('staring', 'at')",171
"('to', 'have')",171
"('ng', 'sinabi')",170
"('anak', 'ng')",170
"('i', 'hate')",170
"('tingin', 'at')",170
"('wala', 'lang')",170
"('maayos', 'ang')",170
"('kay', 'madam')",170
"('nasabi', 'ko')",170
"('ng', 'kaibigan')",170
"('its', 'okay')",170
"('di', 'ka')",170
"('sa', 'narinig')",170
"('nikolas', 'sabay')",170
"('napatigil', 'naman')",170
"('ko', 'sabi')",169
"('noon', 'ni')",169
"('pagkakataong', 'ito')",169
"('civil', 'na')",169
"('naririnig', 'ko')",169
"('ang', 'bag')",169
"('you', 'should')",169
"('my', 'life')",169
"('asked', 'me')",169
"('ang', 'hitsura')",169
"('nagulat', 'si')",169
"('me', 'he')",169
"('good', 'morning')",169
"('mainit', 'na')",169
"('nya', 'at')",168
"('silang', 'tatlo')",168
"('ang', 'pagibig')",168
"('makita', 'ako')",168
"('mga', 'pagkain')",168
"('ko', 'man')",168
"('ka', 'bang')",168
"('pa', 'ko')",168
"('know', 'i')",168
"('ay', 'mga')",168
"('mukha', 'at')",168
"('humarap', 'sa')",167
"('sa', 'pagiging')",167
"('aking', 'paningin')",167
"('lalaki', 'at')",167
"('tawa', 'pa')",167
"('doon', 'ang')",167
"('nagpatuloy', 'sa')",167
"('ulit', 'siya')",167
"('tumalikod', 'na')",167
"('saglit', 'pa')",167
"('ng', 'apoy')",167
"('come', 'on')",167
"('at', 'nagpatuloy')",167
"('wika', 'ko')",167
"('sa', 'utak')",167
"('hawak', 'ng')",167
"('harapan', 'ng')",167
"('gave', 'me')",167
"('papalapit', 'kay')",167
"('sa', 'lawa')",167
"('makita', 'niya')",166
"('sabay', 'kuha')",166
"('ang', 'kalagayan')",166
"('we', 'will')",166
"('ka', 'muna')",166
"('balikat', 'ni')",166
"('ba', 'yan')",166
"('kay', 'enrique')",166
"('ko', 'maiwasang')",166
"('isa', 'siyang')",166
"('si', 'supremo')",166
"('umupo', 'ako')",166
"('ng', 'boses')",166
"('halos', 'walang')",166
"('lola', 'carmina')",166
"('mas', 'mabuti')",166
"('kami', 'ay')",166
"('ba', 'ay')",166
"('akin', 'hindi')",166
"('ng', 'makita')",166
"('muli', 'siyang')",166
"('buhok', 'at')",166
"('ng', 'malaking')",166
"('mula', 'kay')",166
"('mga', 'sinasabi')",166
"('ni', 'dad')",166
"('sinabi', 'ng')",166
"('at', 'napangiti')",165
"('balikat', 'niya')",165
"('rin', 'po')",165
"('ni', 'tiya')",165
"('smiled', 'at')",165
"('sa', 'halip')",165
"('napatango', 'na')",165
"('hindi', 'po')",165
"('but', 'to')",165
"('napaisip', 'naman')",165
"('him', 'and')",165
"('halos', 'lahat')",165
"('bulong', 'niya')",165
"('lahat', 'ang')",165
"('said', 'that')",165
"('im', 'just')",165
"('ko', 'kahit')",165
"('sa', 'kawalan')",165
"('for', 'her')",165
"('sunod', 'na')",164
"('ibat', 'ibang')",164
"('doon', 'at')",164
"('mong', 'sabihin')",164
"('at', 'nasa')",164
"('halos', 'hindi')",164
"('hindi', 'iyon')",164
"('tumayo', 'ako')",164
"('kong', 'sabihin')",163
"('bati', 'ni')",163
"('lahat', 'nang')",163
"('ni', 'lolo')",163
"('not', 'to')",163
"('tumango', 'si')",163
"('go', 'to')",163
"('sa', 'pilipinas')",163
"('oh', 'my')",163
"('doon', 'na')",163
"('ang', 'ulan')",163
"('talaga', 'si')",163
"('braso', 'ni')",163
"('mo', 'talaga')",163
"('malalim', 'at')",163
"('my', 'gosh')",163
"('ko', 'dahilan')",163
"('ay', 'dahil')",163
"('bitbit', 'ang')",163
"('sa', 'baba')",163
"('eh', 'sabi')",162
"('lang', 'kayo')",162
"('ay', 'sa')",162
"('binibining', 'carmelita')",162
"('pangalan', 'niya')",162
"('think', 'i')",162
"('ng', 'barko')",162
"('ng', 'itim')",162
"('tawag', 'ko')",162
"('ko', 'silang')",162
"('muli', 'niyang')",162
"('ulo', 'niya')",162
"('my', 'hand')",161
"('siya', 'kung')",161
"('ang', 'layo')",161
"('nakapagsalita', 'si')",161
"('ang', 'asawa')",161
"('papalabas', 'sa')",161
"('din', 'akong')",161
"('he', 'smiled')",161
"('talaga', 'sa')",161
"('ng', 'kapatid')",161
"('kung', 'gusto')",161
"('mga', 'nangyayari')",161
"('ni', 'wonho')",161
"('na', 'sobrang')",161
"('katabi', 'ko')",161
"('ulit', 'si')",161
"('we', 'have')",160
"('laman', 'ng')",160
"('ginoong', 'juancho')",160
"('ang', 'takbo')",160
"('pagod', 'na')",160
"('sanay', 'na')",160
"('nalaman', 'na')",160
"('tao', 'at')",160
"('biglang', 'nagsalita')",160
"('nagpaalam', 'na')",160
"('the', 'fuck')",160
"('dapat', 'na')",160
"('am', 'not')",160
"('ginawa', 'mo')",160
"('you', 'and')",160
"('ni', 'matt')",160
"('ng', 'libro')",160
"('napalunok', 'ako')",160
"('nagawa', 'kundi')",160
"('niyang', 'hindi')",160
"('din', 'pala')",160
"('was', 'just')",159
"('iba', 'na')",159
"('nalaman', 'ko')",159
"('want', 'you')",159
"('ako', 'kahit')",159
"('you', 'really')",159
"('gabing', 'iyon')",159
"('sinabi', 'sa')",159
"('kong', 'saad')",159
"('the', 'last')",159
"('but', 'you')",159
"('suot', 'ko')",159
"('ngayong', 'gabi')",159
"('ang', 'dating')",159
"('aking', 'isipan')",159
"('ko', 'kayo')",159
"('ako', 'si')",159
"('din', 'kami')",159
"('naman', 'nila')",158
"('di', 'na')",158
"('ako', 'pa')",158
"('dont', 'think')",158
"('madam', 'villareal')",158
"('ang', 'daming')",158
"('umupo', 'na')",158
"('dahil', 'doon')",158
"('ang', 'pintuan')",158
"('naglalaman', 'ng')",158
"('ko', 'akalaing')",158
"('bahay', 'namin')",158
"('na', 'galit')",158
"('ang', 'bata')",157
"('kaniya', 'sa')",157
"('kaniya', 'ni')",157
"('kaya', 'mas')",157
"('and', 'my')",157
"('tanong', 'nya')",157
"('nito', 'sabay')",157
"('ako', 'agad')",157
"('sa', 'pader')",157
"('was', 'about')",157
"('inang', 'diday')",157
"('its', 'just')",157
"('lamang', 'ng')",157
"('ang', 'kaibigan')",157
"('katulad', 'ng')",157
"('dito', 'at')",157
"('mga', 'kasambahay')",157
"('likod', 'niya')",157
"('ni', 'lolita')",157
"('sa', 'ginagawa')",157
"('ni', 'maestra')",157
"('laking', 'gulat')",156
"('na', 'napatingin')",156
"('siya', 'saka')",156
"('sabi', 'mo')",156
"('his', 'lips')",156
"('palapit', 'sa')",156
"('kamay', 'na')",156
"('ni', 'lord')",156
"('sinabi', 'mo')",156
"('habang', 'pilit')",156
"('niyang', 'tugon')",156
"('lang', 'namin')",156
"('buhay', 'niya')",156
"('dont', 'you')",156
"('ina', 'at')",155
"('rolled', 'my')",155
"('kaming', 'tatlo')",155
"('you', 'so')",155
"('ang', 'kasal')",155
"('kailangan', 'na')",155
"('with', 'him')",155
"('na', 'kaniyang')",155
"('na', 'dala')",155
"('sinabi', 'nya')",155
"('si', 'hukom')",155
"('we', 'were')",155
"('pisngi', 'ko')",155
"('i', 'let')",155
"('at', 'naupo')",155
"('mang', 'berto')",155
"('anong', 'mangyari')",154
"('napahawak', 'na')",154
"('wag', 'ka')",154
"('senor', 'fidel')",154
"('ako', 'kaso')",154
"('na', 'anak')",154
"('mga', 'kastila')",154
"('thats', 'the')",154
"('nang', 'maayos')",154
"('niya', 'agad')",154
"('ako', 'sabi')",154
"('all', 'i')",154
"('sa', 'dikalayuan')",154
"('malamang', 'na')",154
"('na', 'tubig')",154
"('paulitulit', 'na')",153
"('you', 'too')",153
"('dalawa', 'at')",153
"('ni', 'danilo')",153
"('even', 'though')",153
"('i', 'like')",153
"('nito', 'ng')",153
"('huling', 'pagkakataon')",153
"('muna', 'sa')",153
"('buwan', 'na')",153
"('mabilis', 'siyang')",153
"('si', 'ina')",153
"('amin', 'ang')",153
"('nanatili', 'lang')",153
"('umalis', 'sa')",153
"('sa', 'araw')",152
"('lang', 'kasi')",152
"('sa', 'trabaho')",152
"('rin', 'ni')",152
"('ng', 'maluwag')",152
"('parang', 'wala')",152
"('amin', 'ni')",152
"('mas', 'maganda')",152
"('yung', 'sinabi')",152
"('mga', 'kapatid')",152
"('sila', 'ngayon')",152
"('ang', 'magkabilang')",152
"('ng', 'maraming')",152
"('kitangkita', 'ko')",152
"('nakalagay', 'sa')",152
"('ang', 'sarap')",152
"('dahandahan', 'siyang')",152
"('nasaan', 'si')",152
"('mga', 'lalaki')",152
"('don', 'fabian')",152
"('kaniyang', 'ulo')",152
"('ng', 'matandang')",152
"('ilang', 'taon')",152
"('sa', 'ngayon')",152
"('niyo', 'ba')",152
"('si', 'leon')",152
"('maramdaman', 'ang')",152
"('masama', 'ang')",152
"('napatitig', 'ako')",152
"('naupo', 'sa')",152
"('pa', 'po')",151
"('humawak', 'sa')",151
"('bakit', 'naman')",151
"('sa', 'babae')",151
"('muli', 'kong')",151
"('tubig', 'sa')",151
"('bumungad', 'sa')",151
"('lahat', 'dahil')",151
"('naman', 'hindi')",151
"('ko', 'dito')",151
"('sa', 'palengke')",151
"('ng', 'tawad')",151
"('na', 'boses')",151
"('ay', 'bigla')",151
"('ganito', 'ang')",151
"('sagot', 'nito')",151
"('nakaramdam', 'ng')",150
"('mata', 'na')",150
"('ba', 'kung')",150
"('hacienda', 'montecarlos')",150
"('huli', 'na')",150
"('of', 'that')",150
"('ito', 'kay')",150
"('sa', 'dagat')",150
"('are', 'not')",150
"('ang', 'lugar')",150
"('at', 'nakatingin')",150
"('buhok', 'niya')",150
"('aking', 'noo')",150
"('my', 'father')",150
"('bumagsak', 'ang')",150
"('when', 'she')",150
"('ni', 'celeste')",150
"('din', 'siyang')",150
"('rin', 'ba')",150
"('niya', 'kasi')",149
"('that', 'it')",149
"('sa', 'buhok')",149
"('kong', 'tugon')",149
"('nasa', 'tapat')",149
"('nawala', 'na')",149
"('mula', 'nang')",149
"('pumasok', 'si')",149
"('my', 'phone')",149
"('ng', 'gate')",149
"('my', 'face')",149
"('ng', 'hapon')",149
"('ni', 'tito')",149
"('ni', 'ate')",149
"('kwarto', 'niya')",149
"('went', 'to')",148
"('sagot', 'sa')",148
"('umakyat', 'sa')",148
"('sa', 'sala')",148
"('niya', 'dito')",148
"('pa', 'nila')",148
"('nang', 'walang')",148
"('mahigpit', 'ang')",148
"('na', 'bang')",148
"('nakatingin', 'kay')",148
"('isa', 'lang')",148
"('sa', 'tuwa')",148
"('ba', 'hindi')",148
"('si', 'lolo')",148
"('tanong', 'na')",148
"('bakit', 'may')",148
"('anong', 'ibig')",148
"('kay', 'mama')",148
"('na', 'makita')",148
"('tumawa', 'si')",148
"('napahinga', 'naman')",148
"('napahawak', 'sa')",148
"('ito', 'kung')",148
"('saad', 'ng')",148
"('at', 'binuksan')",148
"('di', 'mo')",148
"('ni', 'linda')",148
"('ng', 'takbo')",148
"('to', 'talk')",148
"('nakita', 'na')",147
"('ibig', 'niyang')",147
"('kanyang', 'kamay')",147
"('sa', 'magkabilang')",147
"('ito', 'ngunit')",147
"('to', 'your')",147
"('naman', 'eh')",147
"('baka', 'hindi')",147
"('tapat', 'ko')",147
"('natawa', 'ako')",147
"('bakit', 'ko')",147
"('nang', 'dumating')",147
"('sila', 'nang')",147
"('iyong', 'mga')",147
"('shook', 'my')",147
"('rin', 'nila')",147
"('babae', 'ang')",147
"('mawala', 'ang')",147
"('parang', 'ang')",147
"('sa', 'tenga')",147
"('i', 'guess')",147
"('at', 'pumunta')",146
"('mahigpit', 'na')",146
"('lumapit', 'si')",146
"('mang', 'pedro')",146
"('natapos', 'yung')",146
"('lang', 'ulit')",146
"('kaniyang', 'isipan')",146
"('saad', 'pa')",146
"('sa', 'kaibigan')",146
"('sinasabi', 'mo')",146
"('did', 'i')",146
"('matagal', 'ko')",146
"('a', 'little')",146
"('nasa', 'labas')",146
"('ang', 'ingay')",146
"('ni', 'felicidad')",146
"('and', 'it')",146
"('naming', 'dalawa')",146
"('the', 'other')",146
"('ang', 'hirap')",146
"('sa', 'usapan')",146
"('napatulala', 'na')",146
"('in', 'your')",146
"('with', 'that')",146
"('leandro', 'at')",146
"('ang', 'tibok')",146
"('cellphone', 'ko')",146
"('pa', 'tayo')",146
"('bakit', 'siya')",145
"('don', 'mateo')",145
"('kapatid', 'na')",145
"('ni', 'sonya')",145
"('nakapatong', 'sa')",145
"('mapatingin', 'sa')",145
"('ng', 'todo')",145
"('na', 'kay')",145
"('kapag', 'hindi')",145
"('nanlaki', 'naman')",145
"('audrey', 'at')",145
"('niya', 'kanina')",145
"('akin', 'kung')",145
"('audrey', 'ang')",145
"('then', 'i')",145
"('pasensya', 'na')",145
"('matalim', 'na')",145
"('lumipas', 'ang')",145
"('on', 'me')",145
"('kaya', 'ako')",145
"('kong', 'sagot')",144
"('sa', 'binata')",144
"('isang', 'maliit')",144
"('ni', 'oscar')",144
"('malalim', 'saka')",144
"('nasaan', 'na')",144
"('aking', 'mukha')",144
"('ako', 'doon')",144
"('sarili', 'niya')",144
"('ang', 'kalesa')",144
"('i', 'miss')",144
"('sa', 'lalaki')",144
"('are', 'the')",144
"('mahiwagang', 'perlas')",144
"('matandang', 'lalaki')",144
"('muli', 'akong')",144
"('ang', 'saya')",144
"('ay', 'nagulat')",144
"('ang', 'mas')",144
"('kay', 'fidel')",144
"('ng', 'biglang')",144
"('sambit', 'ko')",144
"('sa', 'kalsada')",144
"('daw', 'ang')",144
"('damit', 'na')",144
"('malalim', 'bago')",144
"('but', 'it')",144
"('sa', 'pagiyak')",144
"('part', 'of')",144
"('bukas', 'na')",143
"('walang', 'kurap')",143
"('nakasulat', 'sa')",143
"('ko', 'mapigilang')",143
"('ang', 'bintana')",143
"('alam', 'niyo')",143
"('na', 'ata')",143
"('sa', 'lakas')",143
"('kinuha', 'ni')",143
"('na', 'babae')",143
"('how', 'to')",143
"('ginagawa', 'ko')",143
"('ba', 'na')",143
"('pinagmasdan', 'ang')",143
"('you', 'do')",143
"('saka', 'muling')",143
"('lang', 'sya')",143
"('monsta', 'x')",143
"('what', 'if')",143
"('niya', 'kami')",143
"('ko', 'akalain')",142
"('pagpatak', 'ng')",142
"('said', 'kaya')",142
"('siya', 'ngunit')",142
"('ang', 'tagal')",142
"('he', 'whispered')",142
"('napalunok', 'na')",142
"('si', 'danilo')",142
"('o', 'hindi')",142
"('si', 'alex')",142
"('nito', 'si')",142
"('dapat', 'ako')",142
"('im', 'so')",142
"('sa', 'mundo')",142
"('ayaw', 'niya')",142
"('pero', 'di')",142
"('leo', 'at')",142
"('na', 'lumabas')",142
"('si', 'raven')",142
"('tumigil', 'sa')",142
"('sarili', 'na')",142
"('you', 'mean')",142
"('rinig', 'ko')",142
"('a', 'bit')",142
"('kaniya', 'dahil')",142
"('napabuntong', 'hininga')",142
"('mo', 'sabi')",142
"('sa', 'puno')",142
"('tumingin', 'kay')",141
"('muna', 'siya')",141
"('sa', 'sasakyan')",141
"('ni', 'ignacio')",141
"('kailanman', 'ay')",141
"('bago', 'ito')",141
"('lawa', 'ng')",141
"('maging', 'siya')",141
"('at', 'don')",141
"('no', 'i')",141
"('she', 'asked')",141
"('po', 'kami')",141
"('pero', 'bigla')",141
"('i', 'never')",141
"('doon', 'si')",141
"('napailing', 'na')",141
"('high', 'school')",141
"('tuloy', 'ako')",141
"('bata', 'na')",141
"('napansin', 'kong')",140
"('ba', 'kasi')",140
"('about', 'the')",140
"('at', 'tumayo')",140
"('pero', 'kahit')",140
"('ni', 'zion')",140
"('ang', 'alam')",140
"('niyang', 'sagot')",140
"('pagkain', 'sa')",140
"('hindi', 'sya')",140
"('naroon', 'ang')",140
"('maintindihan', 'kung')",140
"('naglalakad', 'sa')",140
"('a', 'while')",140
"('is', 'this')",140
"('you', 'look')",140
"('para', 'sayo')",140
"('naman', 'kung')",140
"('mabilis', 'niyang')",140
"('nang', 'malaman')",140
"('harap', 'ko')",140
"('ginawa', 'ni')",140
"('at', 'napalingon')",140
"('dahil', 'mas')",140
"('natanaw', 'ko')",140
"('know', 'you')",140
"('sarili', 'mo')",139
"('how', 'about')",139
"('maayos', 'na')",139
"('isang', 'babaeng')",139
"('kwentong', 'ito')",139
"('huli', 'ay')",139
"('kumain', 'na')",139
"('mukha', 'na')",139
"('sa', 'ilog')",139
"('at', 'muli')",139
"('napapikit', 'ako')",139
"('the', 'best')",139
"('matandang', 'babae')",139
"('kaniyang', 'dibdib')",139
"('of', 'your')",138
"('kaniyang', 'silid')",138
"('what', 'you')",138
"('mataas', 'na')",138
"('pero', 'dahil')",138
"('bigla', 'itong')",138
"('rin', 'alam')",138
"('pero', 'ngayon')",138
"('ngayong', 'araw')",138
"('ng', 'walang')",138
"('mga', 'opisyal')",138
"('sa', 'tubig')",138
"('yung', 'kamay')",138
"('na', 'pero')",138
"('paningin', 'sa')",138
"('isang', 'oras')",138
"('why', 'did')",138
"('ni', 'ivan')",138
"('mga', 'babaeng')",138
"('saka', 'ngumiti')",138
"('si', 'theresita')",138
"('si', 'doña')",138
"('you', 'were')",138
"('makalipas', 'ang')",137
"('napalingon', 'si')",137
"('aking', 'dibdib')",137
"('napatingin', 'kay')",137
"('may', 'problema')",137
"('sumakay', 'sa')",137
"('braso', 'niya')",137
"('na', 'raw')",137
"('akin', 'sa')",137
"('walang', 'ibang')",137
"('sirene', 'ang')",137
"('natawa', 'naman')",137
"('i', 'got')",137
"('nito', 'hindi')",137
"('ang', 'matanda')",137
"('ang', 'pagbagsak')",137
"('for', 'him')",137
"('audrey', 'na')",137
"('na', 'pumasok')",137
"('bata', 'at')",137
"('ko', 'bang')",137
"('that', 'made')",137
"('pilit', 'niyang')",137
"('ng', 'tawa')",137
"('ang', 'plano')",137
"('makarating', 'kami')",137
"('ikaw', 'lang')",137
"('kanina', 'na')",136
"('the', 'whole')",136
"('nauna', 'na')",136
"('suot', 'niya')",136
"('and', 'you')",136
"('sila', 'na')",136
"('at', 'inabot')",136
"('ang', 'gabi')",136
"('isang', 'linggo')",136
"('namin', 'ngayon')",136
"('lalonglalo', 'na')",136
"('nila', 'akong')",136
"('kapag', 'nalaman')",136
"('muli', 'ng')",136
"('malungkot', 'na')",136
"('pinagmasdan', 'ko')",136
"('mo', 'yung')",136
"('pagkain', 'at')",136
"('lang', 'kung')",135
"('nakasabit', 'sa')",135
"('naupo', 'na')",135
"('sa', 'suot')",135
"('hukom', 'fernandez')",135
"('mga', 'mukha')",135
"('dahandahan', 'niyang')",135
"('ito', 'para')",135
"('paa', 'ko')",135
"('the', 'truth')",135
"('at', 'siya')",135
"('ay', 'alam')",135
"('na', 'naglalaman')",135
"('ngumiti', 'si')",135
"('sa', 'isa')",135
"('again', 'i')",135
"('ni', 'roberto')",135
"('mga', 'paa')",135
"('muna', 'tayo')",135
"('at', 'batchoy')",135
"('mga', 'bulaklak')",135
"('nya', 'na')",135
"('ng', 'kwento')",135
"('biglang', 'bumukas')",135
"('lang', 'natin')",135
"('tumango', 'siya')",135
"('i', 'whispered')",135
"('kaklase', 'ko')",135
"('sa', 'barko')",135
"('mga', 'pangyayari')",135
"('wag', 'na')",134
"('kulay', 'ng')",134
"('with', 'his')",134
"('kotse', 'niya')",134
"('ni', 'inspector')",134
"('nararamdaman', 'niya')",134
"('naman', 'siguro')",134
"('ulit', 'ni')",134
"('kanyang', 'dibdib')",134
"('sumama', 'sa')",134
"('loob', 'at')",134
"('hindi', 'ang')",134
"('may', 'malaking')",134
"('buhay', 'ng')",134
"('bakit', 'niya')",134
"('ngumiti', 'lang')",134
"('ayos', 'ka')",134
"('aking', 'ulo')",134
"('aling', 'milagros')",134
"('kaniya', 'pero')",134
"('sa', 'mundong')",134
"('you', 'doing')",134
"('kaninang', 'umaga')",134
"('at', 'tuluyan')",134
"('bumaba', 'ang')",134
"('do', 'i')",134
"('ni', 'jelai')",134
"('may', 'dala')",134
"('iyo', 'ang')",133
"('ba', 'ng')",133
"('kanina', 'ay')",133
"('dugo', 'sa')",133
"('we', 'need')",133
"('mga', 'braso')",133
"('tubig', 'at')",133
"('nawalan', 'ng')",133
"('ano', 'nga')",133
"('ni', 'mommy')",133
"('ng', 'hacienda')",133
"('yung', 'iba')",133
"('ang', 'salitang')",133
"('at', 'tiningnan')",133
"('sa', 'pagkakayakap')",133
"('madaling', 'araw')",132
"('gamit', 'ko')",132
"('sa', 'ikalawang')",132
"('him', 'to')",132
"('salome', 'dahil')",132
"('akin', 'ay')",132
"('said', 'then')",132
"('ng', 'gamot')",132
"('ng', 'kape')",132
"('at', 'sobrang')",132
"('class', 'a5')",132
"('kunin', 'ang')",132
"('napansin', 'ni')",132
"('akala', 'mo')",132
"('na', 'naging')",132
"('one', 'who')",132
"('nakaramdam', 'ako')",132
"('pigilan', 'ang')",132
"('don', 'antonio')",132
"('namang', 'napatingin')",132
"('kwarto', 'at')",132
"('oo', 'naman')",132
"('dito', 'ang')",132
"('mo', 'yan')",132
"('magsasalita', 'na')",131
"('naman', 'niyang')",131
"('to', 'find')",131
"('ni', 'commander')",131
"('sinundan', 'ko')",131
"('bago', 'kami')",131
"('just', 'to')",131
"('si', 'lolita')",131
"('when', 'you')",131
"('na', 'binigay')",131
"('naman', 'at')",131
"('gian', 'at')",131
"('abot', 'ng')",131
"('ni', 'padre')",131
"('si', 'dad')",131
"('i', 'went')",131
"('yon', 'sa')",131
"('siya', 'lang')",131
"('amin', 'si')",131
"('in', 'love')",131
"('inayos', 'ang')",131
"('rinig', 'kong')",131
"('si', 'aries')",131
"('ang', 'katotohanan')",131
"('josefina', 'at')",131
"('si', 'lord')",131
"('ngunit', 'agad')",131
"('sa', 'kahoy')",131
"('just', 'want')",131
"('ni', 'renzo')",131
"('sumakay', 'na')",131
"('sya', 'at')",130
"('at', 'pinagmasdan')",130
"('na', 'kapag')",130
"('ang', 'kotse')",130
"('ni', 'isidora')",130
"('like', 'the')",130
"('niyang', 'may')",130
"('sila', 'ang')",130
"('kay', 'leandro')",130
"('kinuha', 'na')",130
"('hindi', 'dahil')",130
"('nikolas', 'habang')",130
"('to', 'tell')",130
"('ang', 'tunay')",130
"('i', 'already')",130
"('niya', 'muli')",130
"('makapaniwala', 'sa')",130
"('kong', 'naalala')",130
"('si', 'julian')",130
"('about', 'that')",130
"('pa', 'kasi')",130
"('nakita', 'mo')",130
"('ikalawang', 'palapag')",130
"('si', 'esteban')",130
"('kaya', 'wala')",129
"('ng', 'karagatan')",129
"('sa', 'cr')",129
"('lord', 'oscar')",129
"('mga', 'ngiti')",129
"('ng', 'bata')",129
"('bumaba', 'sa')",129
"('kaniyang', 'buhok')",129
"('nila', 'ito')",129
"('si', 'paulina')",129
"('at', 'tila')",129
"('si', 'kihyun')",129
"('me', 'the')",129
"('ang', 'galing')",129
"('katawan', 'ni')",129
"('ni', 'doktor')",129
"('and', 'a')",129
"('ang', 'pagdating')",129
"('sa', 'bag')",129
"('sagot', 'naman')",129
"('up', 'and')",129
"('tumunog', 'ang')",129
"('mo', 'dito')",129
"('nang', 'makapasok')",129
"('niya', 'siguro')",129
"('kita', 'ng')",129
"('ako', 'rito')",129
"('mundong', 'ito')",129
"('my', 'name')",129
"('ang', 'bilis')",129
"('kaniyang', 'labi')",129
"('at', 'gulat')",129
"('dalawang', 'beses')",129
"('sebastian', 'na')",129
"('pinunasan', 'ang')",129
"('muli', 'ako')",128
"('ko', 'eh')",128
"('for', 'this')",128
"('mga', 'boys')",128
"('maraming', 'tao')",128
"('mga', 'tingin')",128
"('but', 'the')",128
"('sakit', 'ng')",128
"('sahig', 'at')",128
"('din', 'yung')",128
"('ayaw', 'ko')",128
"('nang', 'marating')",128
"('ka', 'ni')",128
"('ba', 'to')",128
"('kung', 'minsan')",128
"('sa', 'unang')",128
"('ng', 'classroom')",128
"('kaniyang', 'asawa')",128
"('lang', 'kaming')",128
"('mga', 'kababaihan')",128
"('at', 'nagtungo')",128
"('malaman', 'ang')",128
"('kanyang', 'labi')",128
"('pumunta', 'na')",128
"('okay', 'ka')",128
"('to', 'meet')",128
"('about', 'this')",128
"('ko', 'ngunit')",128
"('tingin', 'nito')",127
"('hindi', 'makapaniwala')",127
"('napakunot', 'naman')",127
"('sa', 'mansion')",127
"('ang', 'walang')",127
"('pala', 'ng')",127
"('loob', 'na')",127
